player_class,player_archetype,opponent_class,opponent_archetype,win_rate,total_games
Priest,Spiteful Priest,Hunter,Spell Hunter,58.26,4123
Priest,Spiteful Priest,Mage,Burn Mage,58.96,2931
Priest,Spiteful Priest,Mage,Exodia Mage,42.28,693
Priest,Spiteful Priest,Mage,Freeze Mage,49.13,690
Priest,Spiteful Priest,Mage,Secret Mage,55.34,14711
Priest,Spiteful Priest,Paladin,Aggro Paladin,29.3,10352
Priest,Spiteful Priest,Paladin,Buff Paladin,65.99,147
Priest,Spiteful Priest,Paladin,Control Paladin,64.09,1412
Priest,Spiteful Priest,Paladin,Murloc Paladin,37.16,8951
Priest,Spiteful Priest,Priest,Big Priest,54.6,3694
Priest,Spiteful Priest,Priest,Dragon Priest,59.65,7011
Priest,Spiteful Priest,Priest,Spiteful Priest,50,10274
Priest,Spiteful Priest,Rogue,Mill Rogue,41.58,3187
Priest,Spiteful Priest,Rogue,Miracle Rogue,49.59,2414
Priest,Spiteful Priest,Rogue,Tempo Rogue,58.42,505
Priest,Spiteful Priest,Shaman,Elemental Shaman,66.3,1531
Priest,Spiteful Priest,Shaman,Evolve Shaman,57.71,1544
Priest,Spiteful Priest,Warlock,Control Warlock,65.65,7532
Priest,Spiteful Priest,Warlock,Cube Warlock,52.23,9889
Priest,Spiteful Priest,Warlock,Zoo Warlock,46.62,4425
Priest,Spiteful Priest,Warrior,Control Warrior,76.23,896
Priest,Spiteful Priest,Warrior,Pirate Warrior,54.93,446
Priest,Spiteful Priest,Warrior,Recruit Warrior,70.18,493
Rogue,Mill Rogue,Druid,Aggro Token Druid,25.59,426
Rogue,Mill Rogue,Druid,C'Thun Druid,29.75,121
Rogue,Mill Rogue,Druid,Jade Druid,44.38,1068
Rogue,Mill Rogue,Druid,Ramp Druid,45.06,233
Rogue,Mill Rogue,Druid,Spiteful Druid,39.36,404
Rogue,Mill Rogue,Hunter,Face Hunter,17.14,280
Rogue,Mill Rogue,Hunter,Midrange Hunter,28.38,1353
Rogue,Mill Rogue,Hunter,Spell Hunter,34.3,1204
Rogue,Mill Rogue,Mage,Burn Mage,55.48,885
Rogue,Mill Rogue,Mage,Exodia Mage,57.65,196
Rogue,Mill Rogue,Mage,Freeze Mage,61.56,320
Rogue,Mill Rogue,Mage,Secret Mage,21.34,4292
Rogue,Mill Rogue,Paladin,Aggro Paladin,19.68,3059
Rogue,Mill Rogue,Paladin,Buff Paladin,56.73,104
Rogue,Mill Rogue,Paladin,Control Paladin,49.25,534
Rogue,Mill Rogue,Paladin,Murloc Paladin,15.98,2422
Rogue,Mill Rogue,Priest,Big Priest,71.97,1138
Rogue,Mill Rogue,Priest,Dragon Priest,59.95,2297
Rogue,Mill Rogue,Priest,Spiteful Priest,58.42,3187
Rogue,Mill Rogue,Rogue,Mill Rogue,50,1310
Rogue,Mill Rogue,Rogue,Miracle Rogue,40.27,904
Rogue,Mill Rogue,Rogue,Tempo Rogue,37.3,252
Rogue,Mill Rogue,Shaman,Elemental Shaman,54.14,519
Rogue,Mill Rogue,Shaman,Evolve Shaman,44.43,619
Rogue,Mill Rogue,Warlock,Control Warlock,67.24,2170
Rogue,Mill Rogue,Warlock,Cube Warlock,49.11,3154
Rogue,Mill Rogue,Warlock,Zoo Warlock,30.26,1398
Rogue,Mill Rogue,Warrior,Control Warrior,59.1,401
Rogue,Mill Rogue,Warrior,Pirate Warrior,25.12,203
Rogue,Mill Rogue,Warrior,Recruit Warrior,67.21,247
Rogue,Miracle Rogue,Druid,Aggro Token Druid,31.72,372
Rogue,Miracle Rogue,Druid,Jade Druid,46.33,790
Rogue,Miracle Rogue,Druid,Ramp Druid,61.9,168
Rogue,Miracle Rogue,Druid,Spiteful Druid,42.78,367
Rogue,Miracle Rogue,Hunter,Face Hunter,31.31,214
Rogue,Miracle Rogue,Hunter,Midrange Hunter,33.62,1154
Rogue,Miracle Rogue,Hunter,Spell Hunter,31.4,1105
Rogue,Miracle Rogue,Mage,Burn Mage,37.53,746
Rogue,Miracle Rogue,Mage,Exodia Mage,39.2,176
Rogue,Miracle Rogue,Mage,Freeze Mage,66.51,209
Rogue,Miracle Rogue,Mage,Secret Mage,31.39,3638
Rogue,Miracle Rogue,Paladin,Aggro Paladin,38.76,2513
Rogue,Miracle Rogue,Paladin,Control Paladin,60.1,416
Rogue,Miracle Rogue,Paladin,Murloc Paladin,32.75,2299
Rogue,Miracle Rogue,Priest,Big Priest,62.4,883
Rogue,Miracle Rogue,Priest,Dragon Priest,54.12,1844
Rogue,Miracle Rogue,Priest,Spiteful Priest,50.41,2414
Rogue,Miracle Rogue,Rogue,Mill Rogue,59.73,904
Rogue,Miracle Rogue,Rogue,Miracle Rogue,50,698
Rogue,Miracle Rogue,Rogue,Tempo Rogue,60.87,161
Rogue,Miracle Rogue,Shaman,Elemental Shaman,56.22,450
Rogue,Miracle Rogue,Shaman,Evolve Shaman,47.92,432
Rogue,Miracle Rogue,Warlock,Control Warlock,57,1837
Rogue,Miracle Rogue,Warlock,Cube Warlock,45.71,2319
Rogue,Miracle Rogue,Warlock,Zoo Warlock,43.47,1240
Rogue,Miracle Rogue,Warrior,Control Warrior,56.2,274
Rogue,Miracle Rogue,Warrior,Pirate Warrior,44.76,143
Rogue,Miracle Rogue,Warrior,Recruit Warrior,52.05,171
Rogue,Tempo Rogue,Druid,Jade Druid,46.33,259
Rogue,Tempo Rogue,Hunter,Midrange Hunter,40.36,275
Rogue,Tempo Rogue,Hunter,Spell Hunter,41.89,296
Rogue,Tempo Rogue,Mage,Burn Mage,39.57,187
Rogue,Tempo Rogue,Mage,Secret Mage,44.26,940
Rogue,Tempo Rogue,Paladin,Aggro Paladin,37,527
Rogue,Tempo Rogue,Paladin,Control Paladin,50,154
Rogue,Tempo Rogue,Paladin,Murloc Paladin,44.61,473
Rogue,Tempo Rogue,Priest,Big Priest,40.78,179
Rogue,Tempo Rogue,Priest,Dragon Priest,45.98,398
Rogue,Tempo Rogue,Priest,Spiteful Priest,41.58,505
Rogue,Tempo Rogue,Rogue,Mill Rogue,62.7,252
Rogue,Tempo Rogue,Rogue,Miracle Rogue,39.13,161
Rogue,Tempo Rogue,Shaman,Elemental Shaman,59.56,136
Rogue,Tempo Rogue,Shaman,Evolve Shaman,57.5,120
Rogue,Tempo Rogue,Warlock,Control Warlock,35.81,391
Rogue,Tempo Rogue,Warlock,Cube Warlock,36.23,541
Rogue,Tempo Rogue,Warlock,Zoo Warlock,38.97,349
Shaman,Elemental Shaman,Druid,Aggro Token Druid,34.08,179
Shaman,Elemental Shaman,Druid,Jade Druid,43.22,472
Shaman,Elemental Shaman,Druid,Ramp Druid,37.84,111
Shaman,Elemental Shaman,Druid,Spiteful Druid,42,150
Shaman,Elemental Shaman,Hunter,Face Hunter,52.21,113
Shaman,Elemental Shaman,Hunter,Midrange Hunter,50.96,628
Shaman,Elemental Shaman,Hunter,Spell Hunter,44.81,732
Shaman,Elemental Shaman,Mage,Burn Mage,47.12,486
Shaman,Elemental Shaman,Mage,Freeze Mage,60.33,121
Shaman,Elemental Shaman,Mage,Secret Mage,38.63,2107
Shaman,Elemental Shaman,Paladin,Aggro Paladin,35.46,1492
Shaman,Elemental Shaman,Paladin,Control Paladin,44.11,263
Shaman,Elemental Shaman,Paladin,Murloc Paladin,35.57,1268
Shaman,Elemental Shaman,Priest,Big Priest,36.68,567
Shaman,Elemental Shaman,Priest,Dragon Priest,49.64,1120
Shaman,Elemental Shaman,Priest,Spiteful Priest,33.7,1531
Shaman,Elemental Shaman,Rogue,Mill Rogue,45.86,519
Shaman,Elemental Shaman,Rogue,Miracle Rogue,43.78,450
Shaman,Elemental Shaman,Rogue,Tempo Rogue,40.44,136
Shaman,Elemental Shaman,Shaman,Elemental Shaman,50,328
Shaman,Elemental Shaman,Shaman,Evolve Shaman,31.02,216
Shaman,Elemental Shaman,Warlock,Control Warlock,58.93,1154
Shaman,Elemental Shaman,Warlock,Cube Warlock,38.95,1556
Shaman,Elemental Shaman,Warlock,Zoo Warlock,45.67,681
Shaman,Elemental Shaman,Warrior,Control Warrior,63.69,179
Shaman,Evolve Shaman,Druid,Aggro Token Druid,50.59,255
Shaman,Evolve Shaman,Druid,Jade Druid,50.97,569
Shaman,Evolve Shaman,Druid,Ramp Druid,55.66,106
Shaman,Evolve Shaman,Druid,Spiteful Druid,45.18,197
Shaman,Evolve Shaman,Hunter,Face Hunter,54.02,174
Shaman,Evolve Shaman,Hunter,Midrange Hunter,51.38,726
Shaman,Evolve Shaman,Hunter,Spell Hunter,43.41,721
Shaman,Evolve Shaman,Mage,Burn Mage,46.28,376
Shaman,Evolve Shaman,Mage,Exodia Mage,63.71,124
Shaman,Evolve Shaman,Mage,Freeze Mage,57.58,165
Shaman,Evolve Shaman,Mage,Secret Mage,42.48,2326
Shaman,Evolve Shaman,Paladin,Aggro Paladin,39.5,1567
Shaman,Evolve Shaman,Paladin,Control Paladin,49.37,237
Shaman,Evolve Shaman,Paladin,Murloc Paladin,39.94,1432
Shaman,Evolve Shaman,Priest,Big Priest,45.09,570
Shaman,Evolve Shaman,Priest,Dragon Priest,46.59,1071
Shaman,Evolve Shaman,Priest,Spiteful Priest,42.29,1544
Shaman,Evolve Shaman,Rogue,Mill Rogue,55.57,619
Shaman,Evolve Shaman,Rogue,Miracle Rogue,52.08,432
Shaman,Evolve Shaman,Rogue,Tempo Rogue,42.5,120
Shaman,Evolve Shaman,Shaman,Elemental Shaman,68.98,216
Shaman,Evolve Shaman,Shaman,Evolve Shaman,50,350
Shaman,Evolve Shaman,Warlock,Control Warlock,40.81,1056
Shaman,Evolve Shaman,Warlock,Cube Warlock,38.81,1350
Shaman,Evolve Shaman,Warlock,Zoo Warlock,48.97,731
Shaman,Evolve Shaman,Warrior,Control Warrior,56.38,188
Shaman,Evolve Shaman,Warrior,Pirate Warrior,56.03,116
Shaman,Evolve Shaman,Warrior,Recruit Warrior,55.26,114
Warlock,Control Warlock,Druid,Aggro Token Druid,56.55,870
Warlock,Control Warlock,Druid,C'Thun Druid,47.7,239
Warlock,Control Warlock,Druid,Jade Druid,49.7,1835
Warlock,Control Warlock,Druid,Ramp Druid,46.29,445
Warlock,Control Warlock,Druid,Spiteful Druid,51.87,910
Warlock,Control Warlock,Hunter,Face Hunter,45.76,531
Warlock,Control Warlock,Hunter,Midrange Hunter,50.06,2727
Warlock,Control Warlock,Hunter,Spell Hunter,59.17,2929
Warlock,Control Warlock,Mage,Burn Mage,54.68,1902
Warlock,Control Warlock,Mage,Exodia Mage,42.56,484
Warlock,Control Warlock,Mage,Freeze Mage,42.74,496
Warlock,Control Warlock,Mage,Secret Mage,38.19,10545
Warlock,Control Warlock,Paladin,Aggro Paladin,66.32,9249
Warlock,Control Warlock,Paladin,Buff Paladin,55.86,111
Warlock,Control Warlock,Paladin,Control Paladin,60.77,1012
Warlock,Control Warlock,Paladin,Murloc Paladin,57.42,8326
Warlock,Control Warlock,Priest,Big Priest,29.93,2653
Warlock,Control Warlock,Priest,Dragon Priest,41.23,5857
Warlock,Control Warlock,Priest,Spiteful Priest,34.35,7532
Warlock,Control Warlock,Rogue,Mill Rogue,32.76,2170
Warlock,Control Warlock,Rogue,Miracle Rogue,43,1837
Warlock,Control Warlock,Rogue,Tempo Rogue,64.19,391
Warlock,Control Warlock,Shaman,Elemental Shaman,41.07,1154
Warlock,Control Warlock,Shaman,Evolve Shaman,59.19,1056
Warlock,Control Warlock,Warlock,Control Warlock,50,6190
Warlock,Control Warlock,Warlock,Cube Warlock,44.03,7763
Warlock,Control Warlock,Warlock,Zoo Warlock,56.72,3295
Warlock,Control Warlock,Warrior,Control Warrior,54.29,606
Warlock,Control Warlock,Warrior,Pirate Warrior,59.18,294
Warlock,Control Warlock,Warrior,Recruit Warrior,60.6,302
Warlock,Cube Warlock,Druid,Aggro Token Druid,55.26,1113
Warlock,Cube Warlock,Druid,C'Thun Druid,47.94,267
Warlock,Cube Warlock,Druid,Jade Druid,61.52,2825
Warlock,Cube Warlock,Druid,Ramp Druid,52.44,635
Warlock,Cube Warlock,Druid,Spiteful Druid,55.72,1154
Warlock,Cube Warlock,Hunter,Face Hunter,45.44,680
Warlock,Cube Warlock,Hunter,Midrange Hunter,52.36,3873
Warlock,Cube Warlock,Hunter,Spell Hunter,61.67,4161
Warlock,Cube Warlock,Mage,Burn Mage,61.56,2552
Warlock,Cube Warlock,Mage,Exodia Mage,51.53,652
Warlock,Cube Warlock,Mage,Freeze Mage,51.21,787
Warlock,Cube Warlock,Mage,Secret Mage,42.2,14357
Warlock,Cube Warlock,Paladin,Aggro Paladin,58.71,10959
Warlock,Cube Warlock,Paladin,Buff Paladin,67.24,116
Warlock,Cube Warlock,Paladin,Control Paladin,65.61,1413
Warlock,Cube Warlock,Paladin,Murloc Paladin,51.16,9577
Warlock,Cube Warlock,Priest,Big Priest,45.09,3500
Warlock,Cube Warlock,Priest,Dragon Priest,49.2,7532
Warlock,Cube Warlock,Priest,Spiteful Priest,47.77,9889
Warlock,Cube Warlock,Rogue,Mill Rogue,50.89,3154
Warlock,Cube Warlock,Rogue,Miracle Rogue,54.29,2319
Warlock,Cube Warlock,Rogue,Tempo Rogue,63.77,541
Warlock,Cube Warlock,Shaman,Elemental Shaman,61.05,1556
Warlock,Cube Warlock,Shaman,Evolve Shaman,61.19,1350
Warlock,Cube Warlock,Warlock,Control Warlock,55.97,7763
Warlock,Cube Warlock,Warlock,Cube Warlock,50,10250
Warlock,Cube Warlock,Warlock,Zoo Warlock,51.3,4000
Warlock,Cube Warlock,Warrior,Control Warrior,71.31,955
Warlock,Cube Warlock,Warrior,Pirate Warrior,52.43,370
Warlock,Cube Warlock,Warrior,Recruit Warrior,67.57,515
Warlock,Zoo Warlock,Druid,Aggro Token Druid,52.83,547
Warlock,Zoo Warlock,Druid,C'Thun Druid,67.83,143
Warlock,Zoo Warlock,Druid,Jade Druid,56.5,1393
Warlock,Zoo Warlock,Druid,Ramp Druid,64.86,222
Warlock,Zoo Warlock,Druid,Spiteful Druid,51.21,537
Warlock,Zoo Warlock,Hunter,Face Hunter,40.84,382
Warlock,Zoo Warlock,Hunter,Midrange Hunter,45.29,1868
Warlock,Zoo Warlock,Hunter,Spell Hunter,39.08,2024
Warlock,Zoo Warlock,Mage,Burn Mage,42.56,1170
Warlock,Zoo Warlock,Mage,Exodia Mage,62.4,250
Warlock,Zoo Warlock,Mage,Freeze Mage,66.81,458
Warlock,Zoo Warlock,Mage,Secret Mage,44.96,6683
Warlock,Zoo Warlock,Paladin,Aggro Paladin,47.27,4508
Warlock,Zoo Warlock,Paladin,Buff Paladin,55.45,101
Warlock,Zoo Warlock,Paladin,Control Paladin,49.11,674
Warlock,Zoo Warlock,Paladin,Murloc Paladin,44.68,4282
Warlock,Zoo Warlock,Priest,Big Priest,49.46,1678
Warlock,Zoo Warlock,Priest,Dragon Priest,48.96,3515
Warlock,Zoo Warlock,Priest,Spiteful Priest,53.38,4425
Warlock,Zoo Warlock,Rogue,Mill Rogue,69.74,1398
Warlock,Zoo Warlock,Rogue,Miracle Rogue,56.53,1240
Warlock,Zoo Warlock,Rogue,Tempo Rogue,61.03,349
Warlock,Zoo Warlock,Shaman,Elemental Shaman,54.33,681
Warlock,Zoo Warlock,Shaman,Evolve Shaman,51.03,731
Warlock,Zoo Warlock,Warlock,Control Warlock,43.28,3295
Warlock,Zoo Warlock,Warlock,Cube Warlock,48.7,4000
Warlock,Zoo Warlock,Warlock,Zoo Warlock,50,2178
Warlock,Zoo Warlock,Warrior,Control Warrior,56.07,387
Warlock,Zoo Warlock,Warrior,Pirate Warrior,58.59,198
Warlock,Zoo Warlock,Warrior,Recruit Warrior,55.56,288
Warrior,Control Warrior,Druid,Aggro Token Druid,45.24,126
Warrior,Control Warrior,Druid,Jade Druid,39.79,289
Warrior,Control Warrior,Druid,Spiteful Druid,28.68,129
Warrior,Control Warrior,Hunter,Midrange Hunter,33.85,455
Warrior,Control Warrior,Hunter,Spell Hunter,42.83,453
Warrior,Control Warrior,Mage,Burn Mage,62.5,336
Warrior,Control Warrior,Mage,Freeze Mage,47.62,105
Warrior,Control Warrior,Mage,Secret Mage,35.21,1281
Warrior,Control Warrior,Paladin,Aggro Paladin,57.7,922
Warrior,Control Warrior,Paladin,Control Paladin,38.89,198
Warrior,Control Warrior,Paladin,Murloc Paladin,52.69,799
Warrior,Control Warrior,Priest,Big Priest,30.89,369
Warrior,Control Warrior,Priest,Dragon Priest,56.37,761
Warrior,Control Warrior,Priest,Spiteful Priest,23.77,896
Warrior,Control Warrior,Rogue,Mill Rogue,40.9,401
Warrior,Control Warrior,Rogue,Miracle Rogue,43.8,274
Warrior,Control Warrior,Shaman,Elemental Shaman,36.31,179
Warrior,Control Warrior,Shaman,Evolve Shaman,43.62,188
Warrior,Control Warrior,Warlock,Control Warlock,45.71,606
Warrior,Control Warrior,Warlock,Cube Warlock,28.69,955
Warrior,Control Warrior,Warlock,Zoo Warlock,43.93,387
Warrior,Control Warrior,Warrior,Control Warrior,50,106
Warrior,Pirate Warrior,Druid,Jade Druid,35.23,193
Warrior,Pirate Warrior,Hunter,Midrange Hunter,45.72,269
Warrior,Pirate Warrior,Hunter,Spell Hunter,33.78,225
Warrior,Pirate Warrior,Mage,Burn Mage,32.11,109
Warrior,Pirate Warrior,Mage,Secret Mage,41.98,605
Warrior,Pirate Warrior,Paladin,Aggro Paladin,32.64,337
Warrior,Pirate Warrior,Paladin,Murloc Paladin,42.39,309
Warrior,Pirate Warrior,Priest,Big Priest,48.61,144
Warrior,Pirate Warrior,Priest,Dragon Priest,45.7,302
Warrior,Pirate Warrior,Priest,Spiteful Priest,45.07,446
Warrior,Pirate Warrior,Rogue,Mill Rogue,74.88,203
Warrior,Pirate Warrior,Rogue,Miracle Rogue,55.24,143
Warrior,Pirate Warrior,Shaman,Evolve Shaman,43.97,116
Warrior,Pirate Warrior,Warlock,Control Warlock,40.82,294
Warrior,Pirate Warrior,Warlock,Cube Warlock,47.57,370
Warrior,Pirate Warrior,Warlock,Zoo Warlock,41.41,198
Warrior,Recruit Warrior,Druid,Jade Druid,30.09,216
Warrior,Recruit Warrior,Hunter,Midrange Hunter,40.86,279
Warrior,Recruit Warrior,Hunter,Spell Hunter,42.36,229
Warrior,Recruit Warrior,Mage,Burn Mage,51.97,152
Warrior,Recruit Warrior,Mage,Secret Mage,32.07,767
Warrior,Recruit Warrior,Paladin,Aggro Paladin,40.55,545
Warrior,Recruit Warrior,Paladin,Murloc Paladin,36.26,444
Warrior,Recruit Warrior,Priest,Big Priest,28.93,197
Warrior,Recruit Warrior,Priest,Dragon Priest,54.29,361
Warrior,Recruit Warrior,Priest,Spiteful Priest,29.82,493
Warrior,Recruit Warrior,Rogue,Mill Rogue,32.79,247
Warrior,Recruit Warrior,Rogue,Miracle Rogue,47.95,171
Warrior,Recruit Warrior,Shaman,Evolve Shaman,44.74,114
Warrior,Recruit Warrior,Warlock,Control Warlock,39.4,302
Warrior,Recruit Warrior,Warlock,Cube Warlock,32.43,515
Warrior,Recruit Warrior,Warlock,Zoo Warlock,44.44,288
